year,month, format: day,hour,forecast,value  location:60_124 Start : 20100101 ,date,addDate,timeStamp
,3,6,2000,13,55,1900-03-06,1,1900-03-07
,3,6,2000,16,60,1900-03-06,1,1900-03-07
,3,6,2000,19,65,1900-03-06,1,1900-03-07
,3,6,2000,22,65,1900-03-06,1,1900-03-07
,3,6,2000,25,65,1900-03-06,1,1900-03-07
,3,6,2000,28,60,1900-03-06,2,1900-03-08
,3,6,2000,31,50,1900-03-06,2,1900-03-08
,3,6,2000,34,45,1900-03-06,2,1900-03-08
,3,6,2000,37,50,1900-03-06,2,1900-03-08
,3,6,2000,40,60,1900-03-06,2,1900-03-08
,3,6,2000,43,65,1900-03-06,2,1900-03-08
,3,6,2000,46,65,1900-03-06,2,1900-03-08
,3,6,2000,49,70,1900-03-06,2,1900-03-08
,3,6,2000,52,75,1900-03-06,3,1900-03-09
,3,6,2000,55,80,1900-03-06,3,1900-03-09
,3,6,2300,4,50,1900-03-06,1,1900-03-07
,3,6,2300,7,45,1900-03-06,1,1900-03-07
,3,6,2300,10,55,1900-03-06,1,1900-03-07
,3,6,2300,13,60,1900-03-06,1,1900-03-07
,3,6,2300,16,65,1900-03-06,1,1900-03-07
,3,6,2300,19,65,1900-03-06,1,1900-03-07
,3,6,2300,22,65,1900-03-06,1,1900-03-07
,3,6,2300,25,60,1900-03-06,2,1900-03-08
,3,6,2300,28,50,1900-03-06,2,1900-03-08
,3,6,2300,31,45,1900-03-06,2,1900-03-08
,3,6,2300,34,50,1900-03-06,2,1900-03-08
,3,6,2300,37,60,1900-03-06,2,1900-03-08
,3,6,2300,40,65,1900-03-06,2,1900-03-08
,3,6,2300,43,65,1900-03-06,2,1900-03-08
,3,6,2300,46,70,1900-03-06,2,1900-03-08
,3,6,2300,49,75,1900-03-06,3,1900-03-09
,3,6,2300,52,80,1900-03-06,3,1900-03-09
,3,7,200,4,45,1900-03-07,0,1900-03-07
,3,7,200,7,55,1900-03-07,0,1900-03-07
,3,7,200,10,60,1900-03-07,0,1900-03-07
,3,7,200,13,65,1900-03-07,0,1900-03-07
,3,7,200,16,65,1900-03-07,0,1900-03-07
,3,7,200,19,65,1900-03-07,0,1900-03-07
,3,7,200,22,60,1900-03-07,1,1900-03-08
,3,7,200,25,50,1900-03-07,1,1900-03-08
,3,7,200,28,45,1900-03-07,1,1900-03-08
,3,7,200,31,50,1900-03-07,1,1900-03-08
,3,7,200,34,60,1900-03-07,1,1900-03-08
,3,7,200,37,65,1900-03-07,1,1900-03-08
,3,7,200,40,65,1900-03-07,1,1900-03-08
,3,7,200,43,70,1900-03-07,1,1900-03-08
,3,7,200,46,75,1900-03-07,2,1900-03-09
,3,7,200,49,80,1900-03-07,2,1900-03-09
,3,7,500,4,55,1900-03-07,0,1900-03-07
,3,7,500,7,60,1900-03-07,0,1900-03-07
,3,7,500,10,65,1900-03-07,0,1900-03-07
,3,7,500,13,65,1900-03-07,0,1900-03-07
,3,7,500,16,65,1900-03-07,0,1900-03-07
,3,7,500,19,60,1900-03-07,1,1900-03-08
,3,7,500,22,50,1900-03-07,1,1900-03-08
,3,7,500,25,45,1900-03-07,1,1900-03-08
,3,7,500,28,50,1900-03-07,1,1900-03-08
,3,7,500,31,60,1900-03-07,1,1900-03-08
,3,7,500,34,65,1900-03-07,1,1900-03-08
,3,7,500,37,65,1900-03-07,1,1900-03-08
,3,7,500,40,70,1900-03-07,1,1900-03-08
,3,7,500,43,75,1900-03-07,2,1900-03-09
,3,7,500,46,80,1900-03-07,2,1900-03-09
,3,7,800,4,60,1900-03-07,0,1900-03-07
,3,7,800,7,65,1900-03-07,0,1900-03-07
,3,7,800,10,65,1900-03-07,0,1900-03-07
,3,7,800,13,65,1900-03-07,0,1900-03-07
,3,7,800,16,60,1900-03-07,1,1900-03-08
,3,7,800,19,50,1900-03-07,1,1900-03-08
,3,7,800,22,45,1900-03-07,1,1900-03-08
,3,7,800,25,50,1900-03-07,1,1900-03-08
,3,7,800,28,60,1900-03-07,1,1900-03-08
,3,7,800,31,65,1900-03-07,1,1900-03-08
,3,7,800,34,65,1900-03-07,1,1900-03-08
,3,7,800,37,70,1900-03-07,1,1900-03-08
,3,7,800,40,75,1900-03-07,2,1900-03-09
,3,7,800,43,80,1900-03-07,2,1900-03-09
,3,7,800,46,85,1900-03-07,2,1900-03-09
,3,7,800,49,90,1900-03-07,2,1900-03-09
,3,7,800,52,90,1900-03-07,2,1900-03-09
,3,7,800,55,85,1900-03-07,2,1900-03-09
,3,7,1100,4,65,1900-03-07,0,1900-03-07
,3,7,1100,7,65,1900-03-07,0,1900-03-07
,3,7,1100,10,65,1900-03-07,0,1900-03-07
,3,7,1100,13,60,1900-03-07,1,1900-03-08
,3,7,1100,16,50,1900-03-07,1,1900-03-08
,3,7,1100,19,45,1900-03-07,1,1900-03-08
,3,7,1100,22,50,1900-03-07,1,1900-03-08
,3,7,1100,25,60,1900-03-07,1,1900-03-08
,3,7,1100,28,65,1900-03-07,1,1900-03-08
,3,7,1100,31,65,1900-03-07,1,1900-03-08
,3,7,1100,34,70,1900-03-07,1,1900-03-08
,3,7,1100,37,75,1900-03-07,2,1900-03-09
,3,7,1100,40,80,1900-03-07,2,1900-03-09
,3,7,1100,43,85,1900-03-07,2,1900-03-09
,3,7,1100,46,90,1900-03-07,2,1900-03-09
,3,7,1100,49,90,1900-03-07,2,1900-03-09
,3,7,1100,52,85,1900-03-07,2,1900-03-09
,3,7,1400,4,65,1900-03-07,0,1900-03-07
,3,7,1400,7,65,1900-03-07,0,1900-03-07
,3,7,1400,10,60,1900-03-07,1,1900-03-08
,3,7,1400,13,50,1900-03-07,1,1900-03-08
,3,7,1400,16,45,1900-03-07,1,1900-03-08
,3,7,1400,19,50,1900-03-07,1,1900-03-08
,3,7,1400,22,60,1900-03-07,1,1900-03-08
,3,7,1400,25,65,1900-03-07,1,1900-03-08
,3,7,1400,28,65,1900-03-07,1,1900-03-08
,3,7,1400,31,70,1900-03-07,1,1900-03-08
,3,7,1400,34,75,1900-03-07,2,1900-03-09
,3,7,1400,37,80,1900-03-07,2,1900-03-09
,3,7,1400,40,85,1900-03-07,2,1900-03-09
,3,7,1400,43,90,1900-03-07,2,1900-03-09
,3,7,1400,46,90,1900-03-07,2,1900-03-09
,3,7,1400,49,85,1900-03-07,2,1900-03-09
,3,7,1700,4,65,1900-03-07,0,1900-03-07
,3,7,1700,7,60,1900-03-07,1,1900-03-08
,3,7,1700,10,50,1900-03-07,1,1900-03-08
,3,7,1700,13,45,1900-03-07,1,1900-03-08
,3,7,1700,16,50,1900-03-07,1,1900-03-08
,3,7,1700,19,60,1900-03-07,1,1900-03-08
,3,7,1700,22,65,1900-03-07,1,1900-03-08
,3,7,1700,25,65,1900-03-07,1,1900-03-08
,3,7,1700,28,70,1900-03-07,1,1900-03-08
,3,7,1700,31,75,1900-03-07,2,1900-03-09
,3,7,1700,34,80,1900-03-07,2,1900-03-09
,3,7,1700,37,85,1900-03-07,2,1900-03-09
,3,7,1700,40,90,1900-03-07,2,1900-03-09
,3,7,1700,43,90,1900-03-07,2,1900-03-09
,3,7,1700,46,85,1900-03-07,2,1900-03-09
,3,7,2000,4,50,1900-03-07,1,1900-03-08
,3,7,2000,7,40,1900-03-07,1,1900-03-08
,3,7,2000,10,35,1900-03-07,1,1900-03-08
,3,7,2000,13,50,1900-03-07,1,1900-03-08
,3,7,2000,16,60,1900-03-07,1,1900-03-08
,3,7,2000,19,70,1900-03-07,1,1900-03-08
,3,7,2000,22,80,1900-03-07,1,1900-03-08
,3,7,2000,25,90,1900-03-07,1,1900-03-08
,3,7,2000,28,95,1900-03-07,2,1900-03-09
,3,7,2000,31,95,1900-03-07,2,1900-03-09
,3,7,2000,34,95,1900-03-07,2,1900-03-09
,3,7,2000,37,95,1900-03-07,2,1900-03-09
,3,7,2000,40,95,1900-03-07,2,1900-03-09
,3,7,2000,43,95,1900-03-07,2,1900-03-09
,3,7,2000,46,95,1900-03-07,2,1900-03-09
,3,7,2000,49,95,1900-03-07,2,1900-03-09
,3,7,2000,52,95,1900-03-07,3,1900-03-10
,3,7,2000,55,80,1900-03-07,3,1900-03-10
,3,7,2300,4,40,1900-03-07,1,1900-03-08
,3,7,2300,7,35,1900-03-07,1,1900-03-08
,3,7,2300,10,50,1900-03-07,1,1900-03-08
,3,7,2300,13,60,1900-03-07,1,1900-03-08
,3,7,2300,16,70,1900-03-07,1,1900-03-08
,3,7,2300,19,80,1900-03-07,1,1900-03-08
,3,7,2300,22,90,1900-03-07,1,1900-03-08
,3,7,2300,25,95,1900-03-07,2,1900-03-09
,3,7,2300,28,95,1900-03-07,2,1900-03-09
,3,7,2300,31,95,1900-03-07,2,1900-03-09
,3,7,2300,34,95,1900-03-07,2,1900-03-09
,3,7,2300,37,95,1900-03-07,2,1900-03-09
,3,7,2300,40,95,1900-03-07,2,1900-03-09
,3,7,2300,43,95,1900-03-07,2,1900-03-09
,3,7,2300,46,95,1900-03-07,2,1900-03-09
,3,7,2300,49,95,1900-03-07,3,1900-03-10
,3,7,2300,52,80,1900-03-07,3,1900-03-10
,3,8,200,4,35,1900-03-08,0,1900-03-08
,3,8,200,7,50,1900-03-08,0,1900-03-08
,3,8,200,10,60,1900-03-08,0,1900-03-08
,3,8,200,13,70,1900-03-08,0,1900-03-08
,3,8,200,16,80,1900-03-08,0,1900-03-08
,3,8,200,19,90,1900-03-08,0,1900-03-08
,3,8,200,22,95,1900-03-08,1,1900-03-09
,3,8,200,25,95,1900-03-08,1,1900-03-09
,3,8,200,28,95,1900-03-08,1,1900-03-09
,3,8,200,31,95,1900-03-08,1,1900-03-09
,3,8,200,34,95,1900-03-08,1,1900-03-09
,3,8,200,37,95,1900-03-08,1,1900-03-09
,3,8,200,40,95,1900-03-08,1,1900-03-09
,3,8,200,43,95,1900-03-08,1,1900-03-09
,3,8,200,46,95,1900-03-08,2,1900-03-10
,3,8,200,49,80,1900-03-08,2,1900-03-10
,3,8,500,4,50,1900-03-08,0,1900-03-08
,3,8,500,7,60,1900-03-08,0,1900-03-08
,3,8,500,10,70,1900-03-08,0,1900-03-08
,3,8,500,13,80,1900-03-08,0,1900-03-08
,3,8,500,16,90,1900-03-08,0,1900-03-08
,3,8,500,19,95,1900-03-08,1,1900-03-09
,3,8,500,22,95,1900-03-08,1,1900-03-09
,3,8,500,25,95,1900-03-08,1,1900-03-09
,3,8,500,28,95,1900-03-08,1,1900-03-09
